word;polarity;Retranslation
Exchange;1;Change
Exchange;1;Change
monster;1;Monstre
storing: Schaken;1;perturbation : Chess
schaal;1;échelle
niveau;1;niveau
Hank;1;Hank
ECHO;1;ECHO
ECHO;1;ECHO
Echografie;1;Ultrasons
verlichting;1;éclairage
lichter;1;plus léger
ruimen;1;nettoyer
verduidelijking;1;précisions
verlichten;1;soulager la
eclectische;1;éclectique
splint;1;attelle
Spalken;1;Attelles
Hatch;1;Hatch
vergrendelen;1;serrure
school;1;école
schooljongen;1;écolier
ecologische;1;écologique
economie;1;économie
economie;1;économie
economische;1;économique
Scots;1;Sylvestre
stroom;1;flux
oortelefoon;1;écouteur
scherm;1;écran
Schrijven;1;Écrire
schrijven;1;Écrire
Heilige schrijven;1;Sainte Écriture
schrijver;1;écrivain
schrijven;1;Écrire
Eekhoorn;1;Écureuil
testing;1;test
gebouw;1;bâtiment
bouwen;1;construire
Bewerken;1;Edit
Redacteur;1;Rédacteur en chef
Editie;1;Edition
Editie;1;Edition
redactie;1;éditorial
redactie;1;éditorial
Quilt;1;Courtepointe
educatieve;1;l’éducation
onderwijs;1;éducation
zoetstof;1;édulcorant
opvoeden;1;Tutorial
uitvoeren;1;courir
effect;1;effet
persoonlijke effect;1;effets individuels
effectieve;1;efficace
effectief;1;efficace
efficiëntie;1;efficacité
Beeltenis;1;Image
Vermagering;1;Amincissant
taper;1;cône
inspanning;1;effort
schroomt;1;n’hésitez pas
gelijk;1;égal
ook;1;aussi
Egalisatie;1;Péréquation
egaliseren;1;mise à niveau
gelijkheid;1;égalité
respect;1;respecter
Muse;1;Muse
aegis;1;égide
Kerk;1;Église
ejaculatie;1;éjaculation
ejaculeren;1;éjaculer
ontwikkeling;1;développement
ontwikkelen;1;développer
Vouw;1;Pli
elasticiteit;1;élasticité
elastische;1;élastique
verkiezing;1;élection
primaire verkiezing;1;élection primaire
kiezers;1;électeurs
elektriciteit;1;électricité
elektrische;1;électrique
elegantie;1;élégance
elegante;1;élégant
element;1;élément
essentieel element;1;élément essentiel
fok;1;de reproduction
hoogte;1;hauteur
student;1;Student
verhogen;1;augmentation
student van terminal;1;élève de terminal
Cadet;1;Cadet
Fokker;1;Eleveur
Elf;1;Onze
in aanmerking komende;1;admissibles
uitverkorenen;1;élire
ellips;1;Ellipse
Lunatum;1;Luniforme
ellipsoïde;1;ellipsoïde
elliptische;1;elliptique
lof;1;louange
welsprekendheid;1;éloquence
welsprekend;1;éloquent
opheldering;1;clairière
verhelderen;1;clarifier
E-mail;1;Messagerie
emancipatie;1;émancipation
uitgaan;1;sortir
verpakking;1;emballage
Pack;1;Pack
Pier;1;Pier
boot;1;bateau
instapweigering;1;refus d’embarquement
schip;1;navire
huren;1;Location
verfraaien;1;décoration
verfraaiing;1;embellissement
iconische;1;iconique
embleem;1;logo
mond;1;bouche
Tip;1;Astuce
Kus;1;Baiser
koppeling;1;lien
embryo;1;embryon
Emerald;1;Émeraude
Emerald;1;Émeraude
opkomst;1;fréquentation
ontstaan;1;Genesis
Emeritus;1;Émérite
probleem;1;problème
bij uitstek;1;par excellence
Eminence;1;Eminence
Eminence;1;Eminence
Emir;1;Émir
Emir;1;Émir
afgezant;1;émissaire
emotionele;1;émotionnelle
pakket;1;paquet
Packer;1;Emballeur
empathie;1;empathie
wielbasis;1;base de roue
Keizer;1;Empereur
nadruk;1;accent
nadrukkelijk;1;avec insistance
Empire;1;Empire
empirische;1;empiriques
Empirisme;1;Empirisme
locatie;1;emplacement
baan;1;cours
werkgever;1;employeur
Zak;1;Sac
voetafdruk;1;empreinte de pas
Mint niet;1;Pas de menthe
gretigheid;1;empressement
lening;1;prêt
lenen;1;emprunter
verplaatsen;1;se déplacer
emulsie;1;émulsion
in het algemeen;1;en général
in overvloed;1;en abondance
in de activiteit;1;dans l’activité
Agaat;1;Agate
gewichtloos;1;en apesanteur
Zilver;1;Silver
vooruit;1;vers l’avant
houten;1;en bois
in goede gezondheid;1;en bonne santé
in welke zorg;1;Quels soins
in dit;1;dans le présent
Chief;1;Chef
wenteltrap;1;escalier en colimaçon
in kolom;1;dans la colonne
continu;1;continue
in correlatie;1;en corrélation
knippen;1;Coupe
in de rechtszaal: cursussen;1;dans la salle d’audience : cours
ontwikkeling van;1;mise au point de
soepel;1;lisses
Pewter;1;Étain
hoogtepunt;1;Mettez en surbrillance
hetzelfde doen;1;faire la même chose
Filigraan;1;Filigrane
in bloei;1;en fleurs
vorm van de kegel;1;forme du cône
vorm van groeien;1;forme de grow
graniet;1;Granit
op de stijging;1;à la hausse
Naar boven;1;Haut de la page
in beeld;1;dans l’image
in behandeling;1;dans le traitement
wol;1;laine
marmer;1;marbre
bergop;1;en montée
in beweging;1;en mouvement
nikkel;1;nickel
Optioneel;1;En option
in een baan;1;dans un emploi
PLUCHE;1;PELUCHE
buiten;1;en plein air
booming;1;en plein essor
in volledige vorm;1;en pleine forme
in de veer;1;au printemps
en meer;1;et bien plus encore
in prive;1;à huis clos
reliëf;1;secours
rotan;1;rotin
Satijn;1;Satin
in de serie;1;dans la série
in slaap;1;dans le sommeil
in behandeling;1;dans le traitement
in synergie;1;en synergie
in de grond;1;dans le sol
in alle;1;dans l’ensemble
in triple;1;en triple
corduroy;1;velours côtelé
in waarheid;1;en vérité
levend;1;vivre
in kracht;1;en vigueur
ontwikkeling van;1;mise au point de
in zicht;1;en vue
in geval;1;dans le cas
in hoofd;1;dans la tête
framing;1;cadrage
contant geld;1;trésorerie
overflex;1;overflex
luidspreker;1;haut-parleur
wierook;1;encens
volgorde;1;Ordonnance
volgorde;1;Ordonnance
betoveren;1;enchanter
Betovering;1;Enchantement
tovenaar;1;Assistant
bod;1;enchère
bieder;1;soumissionnaire
Aambeeld;1;Enclume
Inkeping;1;Encoche
nog steeds bestaan;1;existent toujours
stimuleren;1;coup de pouce
inkt;1;encre
encyclopedie;1;Metalship
goedkeuring;1;approbation
plaats;1;placer
uithoudingsvermogen;1;endurance
energie;1;énergie
energetische;1;énergique
jeugd;1;Jeunesse
kind;1;enfant
Peuter;1;Enfant en bas âge
Straddle;1;Straddle
inzet;1;pari
omvatten;1;inclure
Rage;1;Rage
Garner;1;Garner
intoxicatie;1;intoxication
stap over;1;enjamber
probleem;1;problème
speelse;1;ludique
speelsheid;1;enjouement
illuminator;1;illuminateur
Sneeuwkanon;1;Canons de neige
Staat;1;État
gezegde;1;dicton
onderzoek;1;Recherche
onderzoeken;1;enquêtes
onderzoeker;1;chercheur
wortel;1;racine
record;1;compte rendu
Opslaan;1;Enregistrer
recorder;1;enregistreur
verrijken;1;enrichir
coating;1;revêtement
coating;1;revêtement
jas;1;veste
wrap;1;Wrap
leraar;1;enseignant
leert;1;enseigne
leren;1;d’apprentissage
onderwijs;1;éducation
Fleuren;1;Égayer
Zon;1;Sun
begrip;1;compréhension
horen;1;entendre
enthousiasme;1;enthousiasme
enthousiaste;1;enthousiaste
volledig;1;entièrement
entiteit;1;entité
trechter;1;entonnoir
surround;1;surround
pauze;1;mettre en pause
leiden;1;plomb
Als gevolg;1;Ainsi
opleiding;1;formation
Voer;1;Entrez
inkomende;1;entrants
in de tussentijd;1;en attendant
verstrengelen;1;s’entrelacent
Kruis;1;Croix
opslag;1;stockage
magazijn;1;entrepôt
ondernemen;1;esprit d’entreprise
aannemer;1;entrepreneur
begrafenis pomp aannemer;1;entrepreneur de pompe funèbre
bedrijf;1;compagnie
onderhoud;1;entretien
glimp;1;Aperçu
interview;1;Interview
Open;1;Ouvert
(opsomming);1;(énumération)
lijst;1;liste
wrap;1;Wrap
envelop;1;enveloppe de
over;1;sur
Environ;1;Environ
milieu;1;environnement
overwegen;1;envisager de
verzenden;1;Envoyer
Stuur een sms naar;1;Envoyez un sms au
windturbine;1;turbine de vent
Spaniël;1;Épagneul
Bloom;1;Bloom
ontwikkeling;1;développement
besparingen;1;économies
Impress;1;Impress
schouder;1;épaule
Ephemeris;1;Ephéméride
Ephemeris;1;Ephéméride
Spar;1;Spar
kruidenier en supermarkt;1;magasin d’alimentation
Epidermis;1;Épiderme
PIN;1;BROCHE
PIN;1;BROCHE
EPIC;1;ÉPOPÉE
Bisschoppelijk;1;Épiscopale
aflevering;1;épisode
episodische;1;épisodique
Splice;1;Épissure
Splice;1;Épissure
epitheton;1;Epitheton
Brief;1;Lettre
EPIC;1;ÉPOPÉE
tijd;1;temps
trouwen;1;se marier
man;1;homme
Verliefd worden;1;Tomber en amour avec
zuivering;1;purification
Ecuador;1;Équateur
vergelijking;1;Comparaison de
Equatoriale;1;Équatorial
plein;1;place
Paardensport;1;Équitation aux Jeux
equidistante;1;équidistants
Evenwichtsinstelling;1;Équilibration
saldo;1;Balance
saldo;1;Balance
bemanning;1;équipage
apparatuur;1;matériel
rusten;1;reste
eerlijke;1;juste
vrij;1;Gratuit
Paardrijden;1;Randonnées à cheval
eigen vermogen;1;capitaux propres
gelijkwaardigheid;1;équivalence
oplopen tot;1;s’élèvent à
erectie;1;érection
opgaand;1;ordre croissant
erotische;1;érotique
Geleerde;1;Érudit
Eskader;1;Escadron
klimmen;1;d’escalade
klim;1;montée
roltrap;1;escalator
trap;1;escalier
Uitje;1;Séjour & Weekend
Escort;1;Escort girl
Escort;1;Escort girl
Ploeg;1;Équipe
esoterische;1;ésotérique
ruimte;1;espace
ruimte;1;espace
hoop;1;espoir
levensverwachting;1;espérance de vie
hoop;1;espoir
ampersand;1;esperluette
hoop;1;espoir
geest;1;esprit
schets;1;croquis
schets;1;croquis
Probeer: proberen;1;Essayez : essayez
essayist;1;essayiste
essentiële;1;essentiel
in wezen;1;essentiellement
as;1;comme
boom;1;arbre
expressmart;1;Express smart
Veeg;1;Lingette
esthetiek;1;esthétique
esthetiek;1;esthétique
schatten;1;trésors
achting;1;qui concerne
schatten;1;trésors
zomer;1;été
estivau;1;Estivau
maag;1;estomac
estuarium;1;estuaire
student;1;Student
Sturgeon;1;Esturgeon
stand;1;stand
gerespecteerd;1;respectés
Hotel;1;Hôtel
school;1;école
vloer;1;plancher
plank;1;plateau
prop;1;prop
Tin;1;Étain
kraam;1;décrochage
weergeven;1;Voir
Hengst;1;Stallion
waterdicht;1;imperméable à l’eau
demping;1;d’amortissement
belangrijke stap;1;étape importante
Staat;1;État
steun: ondersteuning;1;soutien : soutien
eeuwigheid;1;éternité
Ethiek;1;Déontologie
Etnografie;1;Ethnographie
Sparkle;1;Sparkle
mousserend;1;mousseux
vonk;1;étincelle
etiologie;1;étiologie
Label;1;Balise
Label;1;Balise
rekken;1;racks
spullen;1;Stuff
Ster;1;Star
gebarsten;1;craquage
stal;1;testing
verrassend;1;étonnamment
verbazing;1;surprise
verrassing;1;surprise
het hoofd;1;la tête
wordt van de leugen;1;est du mensonge
wedstrijd wordt;1;le concours est
gunstig zijn;1;bénéfique
Vrijwilliger worden;1;Faire du bénévolat
wezen karakteriseren;1;être caractériser
overeenstemming zijn met;1;conformément à
woonplaats wordt;1;la résidence est
leren worden;1;apprentissage sont
zelfs;1;même
stralende worden;1;être radieuse
studie;1;étude
studie van het tweede jaar;1;étude de la deuxième année
studie van undergraduate verenigen;1;étude de premier cycle s’unissent
studie van de eerstejaars;1;étude de la première année
studie;1;étude
Etymologie;1;Étymologie
Euchre;1;Euchre
evalueren;1;évaluer
Evangelist;1;Évangéliste
Evangelist;1;Évangéliste
Evangelie;1;Gospel
Ontwaken;1;L’éveil
ontwaken;1;L’éveil
evenement;1;événement
toevallige gebeurtenis;1;événement aléatoire
mijlpaal;1;jalon
evenement;1;événement
bereik;1;gamme
ventilator;1;ventilateur
eventueel;1;peut-être
Bisschop;1;Évêque
Natuurlijk;1;Bien sûr
voor de hand liggende;1;ce qui est évident
evolueren;1;évoluer
evolutie;1;Evolution
evolutie;1;Evolution
oproepen;1;appels
exacte;1;exact
nauwkeurigheid;1;précision
verheerlijking;1;glorification
verheffen;1;élever
Overweeg zorgvuldig;1;Examiner attentivement
Grant;1;Grant
hoger zijn dan;1;supérieur à
excellentie;1;Excellence
Uitstekend;1;Excellente
Excel;1;Excel
uitzondering;1;exception
prikkelbaarheid;1;irritabilité
prikkelbaar;1;côlon irritable
spannende;1;excitant
opwinding;1;excitation
Prikkelen;1;Tickle
excuus;1;excuse
Uitvoerend;1;Exécutif
exegese;1;Exegese
kopie;1;copie
voorbeeld;1;exemple de
gratis;1;Gratuit
vrijgesteld;1;exonérées
vrijstelling;1;exemption
oefening;1;exercice
uitoefening van zijn pontificaat;1;exercice de son pontificat
oefening;1;exercice
lichamelijke oefening;1;exercice physique
Exhortatie;1;Exhortation
bestaande;1;existants
exotische;1;exotiques
expansieve;1;expansive
uitbreiding;1;extension
uitweg;1;porte de sortie
expeditie;1;Expedition
ervaring;1;expérience
deskundige accountant commissaris hebben;1;expert comptable commissaire
Verzoening;1;Réconciliation
uitleg;1;explication
uitleggen;1;expliquer
Feat;1;Feat
boerderij;1;ferme
bosexploitatie;1;forêt matériel de récolte
Explorer;1;Explorateur
verkennen;1;Explorer
Expo;1;Expo
exponentiële;1;exponentielle
exporteren;1;Export
exporteren;1;Export
Exposant;1;Exposant
de grote lijn bloot;1;la grande ligne exposée
Express;1;Express
expressieve;1;expressive
expressie;1;expression
idiomatische uitdrukking;1;idiome
Express;1;Express
haar waardering uitspreken;1;son appréciation
exquise;1;exquise
Ecstasy;1;Extase
extatisch;1;extatique
Uitbreidbaar;1;Expansible
uitbreiding;1;extension
verdelgen;1;exterminer
Afzuigkap;1;Hotte aspirante
extractie;1;extraction
extract;1;extrait
extraodianires;1;extraodianires
buitengewone;1;extraordinaire
uitbundigheid;1;exubérance
Exult;1;Exult
Fabel;1;Fabel
gezicht;1;visage
facet;1;facette
gemakkelijk om te leven;1;facile à vivre
gemakkelijk;1;facile
vergemakkelijken;1;faciliter
vormgeving;1;conception
vorm;1;formulaire
manier;1;façon
factor;1;facteur de
Optioneel;1;En option
Faculteit;1;Corps professoral
aardewerk;1;poterie
doen;1;faire
beroep;1;emploi
Wees voorzichtig;1;Fais attention
cadeau;1;cadeau
campagne;1;campagne de
circuleren;1;faire circuler
Vertrouwen;1;Fiducie
Koken op de barbecue;1;Cuisson sur le barbecue
oefening;1;exercice
doen de Luge;1;faire de la Luge
maken van de fiets;1;faire de la bicyclette
doen van de reclame;1;faire de la publicité
maken van het beeld;1;ce qui rend l’image
maken van de zaak;1;établir le bien-fondé
het compromis;1;le compromis
maken van de race;1;faire la course
de reserve;1;la réserve
Kanovaren;1;Canoë-kayak
joggen;1;faire du jogging
model;1;modèle
maken van het zweefvliegtuig;1;faire de la voile
Rodelen;1;Piste de luge
Cope;1;Cope
infusie;1;perfusion
de kroniek van maken;1;La chronique de fabrication
het Hof doen;1;le do Cour
de zakelijk;1;l’entreprise
feesten;1;événements
doen van de les;1;faire la leçon
doen van de clown;1;faire le clown
de bemiddelaar;1;le médiateur
Clownerie;1;Faire le clown
maken van de winkel;1;faisant le magasin
interview;1;Interview
Draaien;1;Courir
gelukkig maken;1;rendre heureux
verwijzen naar;1;se référer à
zijn debuut maken;1;faire ses débuts
om zijn zaak te maken;1;faire son affaire
bord maken;1;Décisions du Conseil
meer doen;1;faire plus
oppervlak;1;surface
Draaien;1;Courir
een sprong vooruit maken;1;faire un bond en avant
een gebaar maken;1;faire un geste
Doe een scan van;1;Faire un scan de
een golf van de hand;1;un geste de la main
Maak een teken van het hoofd;1;Créer un dessin de la tête
een dutje;1;une sieste
een enquête maken;1;créer un sondage
een wandeling;1;une promenade
een korting maken;1;créer une remise
Fairway;1;Fairway
haalbaarheid;1;faisabilité
maken van de autoriteit;1;le pouvoir
de NAP;1;le Pan
Beam;1;Faisceau
feit en gebaar;1;fait et geste
beroemde;1;célèbre
vertrouwd;1;familier
vertrouwdheid;1;familiarité
vertrouwd;1;familier
familie;1;famille
ventilator;1;ventilateur
Fandango;1;Fandango
Fanfare;1;Fanfare
Wimpel;1;Fanion
fantasie;1;Fantasy
blozen;1;fard à joues
bloem;1;fleur
bloem;1;fleur
Faro;1;Faro
fascia;1;fascia
fascineren;1;fasciner
fascinerende;1;fascinant
fascinatie;1;fascination
Dieren in het wild;1;Animaux à l’état sauvage
Grasmus;1;Paruline
gunst;1;Grace
favoriete;1;préférés
bevorderen;1;promotion de la
favoriete;1;préférés
vruchtbaarheid;1;fertilité
maïzena;1;fécule de maïs
Federaal;1;Fédéral
Federatie;1;Fédération
Fairy;1;Fée
Sprookjesland;1;Pays des fées
feliciteer;1;féliciter
Feline;1;Félin
vrouw;1;femme
feministe;1;féministe
vrouwelijkheid;1;féminité
vrouw;1;femme
huisvrouw;1;femme au foyer
Meid;1;Femme de ménage
fatale vrouw;1;femme fatale
politieke vrouw;1;femme politique
venster;1;fenêtre de
ijzer;1;fer
Hoefijzer;1;Fer à cheval
sluiten;1;fermer
stevig;1;fermement
vergrendelen;1;serrure
stevigheid;1;fermeté
boerderij;1;ferme
sluiten;1;fermer
rits;1;fermeture à glissière
Veerboot;1;Ferry
vruchtbare;1;fertiles
bemesten;1;fertiliser
Bil;1;Bil
Festival;1;Festival
vieren;1;célébrer
Vuurwerk;1;Feux d’artifice
vreugdevuur;1;feu de joie
loof;1;feuilles caduques
blad;1;feuille
Bladeren;1;Parcourir
agenda;1;Ordre du jour
hardhout;1;bois franc
betrouwbaarheid;1;fiabilité
betrouwbare;1;fiable
betrokkenheid;1;participation
verloven;1;feuilles
vezel;1;fibre
inlichtingenblad;1;fiche d’information
bestand;1;fichier
fictie;1;fiction
Trouw;1;Mariage
curator;1;Conservateur
trots;1;fierté
Fiesta;1;Fiesta
Figuur;1;Figure
worden opgenomen;1;être inclus
beeldje;1;Figurine
draad;1;thread
afstamming;1;origine
sector;1;secteur
watermerk;1;filigrane
meisje;1;jeune fille
film;1;film
film;1;film
wol: zoon;1;laine : fils
filter;1;filtre
filter;1;filtre
Tot slot;1;Enfin,
finaliseren;1;mise au point
Financiën;1;Finance
Financiën;1;Finance
financiële;1;financier
finesse;1;finesse
afwerking;1;Finition
flacon;1;flacon
uitspansel;1;firmament
firma;1;compagnie
belasting;1;taxe
Fix;1;Difficulté
Stel de prijs;1;Fixer le prix
fles;1;bouteille
SNiFF;1;Sniff
Fakkel;1;Torche
Blaze;1;Blaze
Flanel;1;Flanelle
Flaneur;1;Flaneur
Flash terug;1;Retour de flamme
vleierij;1;flatterie
pijl;1;flèche
bloem;1;fleur
folie;1;fleuret
Bloom;1;Bloom
Bloemist;1;Fleuriste
Rivier;1;Rivière
flexibiliteit;1;flexibilité
flexibele;1;flexible
buigen;1;flexion
flirt;1;flirt
flirt;1;flirt
Sneeuwvlok;1;Flocon de neige
Bloom;1;Bloom
Floral;1;Floral
Flora;1;Flore
versterkt;1;renforcé
bloeiende;1;floraison
drijfvermogen;1;flottabilité
drijvende;1;flottant
vloot;1;flotte
drijvende;1;flottant
float;1;flotteur
float;1;flotteur
schommelen;1;à bascule
fluctuerende;1;fluctuant
vloeistof;1;liquide
vloeibaarheid;1;fluidité
fluo;1;fluo
fluorescentie;1;fluorescence
fluorescerende;1;fluorescent
fluorescerende;1;fluorescent
fluit;1;flûte
fluitist;1;flûtiste
Rivier;1;Rivière
Flyer;1;Flyer
jib;1;foc
focal;1;focal
focus;1;mise au point
geloof;1;foi
geloof: tijd;1;foi : temps
waanzin;1;folie
Folio;1;Folio
Folk;1;Folk
folklore;1;folklore
functie;1;fonction
functie;1;fonction
fundamentele;1;Base
in principe;1;en principe
Stichting;1;Fondation
Stichting;1;Fondation
Base;1;Base de
Gieterij;1;Fonderie
achtergrond: middelen;1;fond : ressources
Fontein;1;Fontaine
Voetbal;1;Football
Voetbal;1;Football
Groene Woud;1;Vert forêt
Forge;1;Forge
Forge;1;Forge
Smid;1;Forgeron
formaliteit;1;formalité
opleiding;1;formation
trein;1;train
Fitness;1;Remise en forme
grote;1;grande
formulier;1;formulaire
formulering;1;formulation
formule;1;formule
formuleren;1;formuler des
Tonic;1;Tonique
verrijking;1;enrichissement
Versterken;1;Renforcement
Fortuin;1;Fortune
rijke;1;riche
Forum;1;Forum
f.o.t.s.;1;fots
dolblij;1;Overjoyed
sjaal;1;écharpe
met voeten treden;1;sous les pieds
oven;1;four
vork;1;fourche
vork;1;fourche
batch;1;lot
bieden;1;offre
provider;1;fournisseur de
bepaling;1;fourniture
Office supply;1;Fournitures de bureau
bont;1;fourrure
Huis;1;Maison
breuk;1;fracture
Fractionele;1;Fractionnaire
Split;1;Split
fragment;1;fragment
fragmentarische;1;fragmentaire
collegegeld;1;Argent de collège
algemene kosten;1;Frais généraux
Aardbei;1;Fraise
Eerlijk gezegd;1;Honnêtement
Kruis;1;Croix
franchise;1;franchise
franchise;1;franchise
kruising;1;traversant
Fringe;1;Frange
Fray;1;Fray
Fringe bed;1;Lit de frange
broederlijk;1;fraternelle
broederschap;1;Fraternité
freelance;1;freelance
fregat;1;frégate
vaak;1;souvent
frequentie;1;fréquence
frequente;1;fréquentes
wonen;1;vivre
broer;1;frère
fresco;1;fresque
goederenvervoer;1;transport de marchandises
goederenvervoer;1;transport de marchandises
vibrerende;1;vibrant
traktatie;1;traiter les
onstuimige;1;capiteux
curl;1;CURL
front-end;1;front-end
grensoverschrijdende;1;fusions-acquisitions internationales
Frontispice;1;Frontispice
zuinig;1;économique
fruit;1;fruits
heimelijk;1;secrètement
tijdzone;1;fuseau horaire
verhelderend raket;1;fusée éclairante
fuse;1;fusible
Samenvoegen;1;Fusion
vat;1;baril
toekomstige;1;future
bruidegom;1;marié
Gage;1;Gage
brood verdienen;1;gagner sa vie
Win;1;Win
net winnen;1;tout simplement gagner
homo;1;gay
opgewektheid;1;bonne humeur
Gala;1;Gala
GALANT;1;GALANT
Gallantry;1;Acte de bravoure
Galaxy;1;Galaxy
ondersteuning;1;prise en charge
Galerij;1;Galerie
Merchant Gallery;1;Galerie marchande
Pebble;1;Pebble
vlecht;1;tresse
Galop;1;Gallop
Galop;1;Gallop
Galvanische;1;Galvanique
Galvaniseren;1;Galvanoplastie
Galvaniseren;1;Galvanoplastie
FROLIC;1;FROLIC
Kom;1;Venez
bereik;1;gamme
handschoen;1;gant
handschoen;1;gant
garage;1;Garage
garantie;1;garanti
garantiesjustifies;1;garantiesjustifies
jongen;1;garçon
jongensachtige;1;garçonne
de lijfwacht;1;le garde du corps
modder guard;1;garde boue
blijven eten;1;continuer à manger
Bewaken van meubilair;1;Garde meubles
Kledingkast;1;Garde-robe
houden;1;garder
Bewaker;1;Garde
station;1;station
Warren;1;Warren
Park;1;Parc
Garnituur;1;Garnir
Garrison;1;Garrison
bekleding;1;tapisserie d’ameublement
Trim;1;Trim
gastronomie;1;gastronomie
gastronomische;1;Gourmet
taart;1;gâteau
Cheesecake;1;Gâteau au fromage
wafer;1;Wafer
gaas;1;treillis métallique
Gazelle;1;Gazelle
zoilus;1;Zoïle
Staatsblad;1;Journal officiel
pijpleiding;1;pipeline
gras;1;herbe
gekwetter;1;Tweet
Jay;1;Jay
Gemini;1;Gemini
Genealogie;1;Généalogie
Algemene;1;Générales
in het algemeen;1;en général
Algemeen: algemene;1;Général : général
algemeenheid;1;généralité
generaals;1;généraux
Generator;1;Générateur de
generatie;1;génération
genereren;1;générer des
generieke;1;générique
vrijgevigheid;1;générosité
Genesis;1;Genesis
Genetica;1;Génétique
awesome;1;génial
Engineering;1;Ingénierie
Vaars;1;Génisse
Sire;1;Sire
knie;1;genou
mensen;1;gens
Mooi;1;Nice
Gentleman;1;Gentilhomme
vriendelijkheid;1;bonté
Geografie;1;Géographie
Geologie;1;Géologie
meetkunde;1;géométrie
rentmeesterschap;1;intendance
Geranium;1;Géranium
Manager;1;Gestionnaire
beheren;1;gérer
dracht;1;proposition d’inscription
gebaar;1;geste
beheer;1;gestion
Manager;1;Gestionnaire
vest;1;gilet
Gin;1;Gin
Giraffe;1;Girafe
windwijzer;1;Girouette
Koelwagen;1;Glacière
klei;1;argile
Acorn;1;Acorn
Globe;1;Globe
Bolvormige;1;Sphérique
heerlijkheid;1;gloire
verheerlijking;1;glorification
verheerlijken;1;glorifier
Woordenlijst;1;Glossaire
giggle;1;le fou rire
giechelen;1;le fou rire
glucose;1;glucose
Beker;1;Coupe
Golden retriever;1;Golden retriever
Golf;1;Golf
scharnier;1;charnière
gondel;1;gondole
Kloof;1;Gap
Evangelie;1;Gospel
Kid;1;Kid
guts;1;Gouge
gastronomische;1;Gourmet
Spie;1;Gousset
smaak;1;goût
pittige smaak;1;goût épicé
smaak;1;goût
voorproefje: lekker;1;goût : délicieux
smakelijke;1;savoureux
roer;1;remuer
liniaal;1;souverain
Regering;1;Gouvernement
regeren;1;règne
Gouverneur;1;Gouverneur
Grace;1;Grace
Grace;1;Grace
gratis;1;Gratuit
gradatie;1;gradation
rang;1;rang
Gradin;1;Gradin
geleidelijk;1;peu à peu
zaad;1;semences
grammatica;1;grammaire
Gram;1;Grammes
Grand;1;Grand
Grootboek;1;Comptabilité générale
Warenhuis;1;Grand magasin
grote moeder;1;grande mère
Grand-vader;1;Grand-Pere
sterk;1;forte
grootheid;1;grandeur
bombast;1;grandiloquence
grandioze;1;grandiose
groeien;1;se développer
schuur;1;Grange
Graniet;1;Granit
grafiek;1;Tableau
graphics;1;Graphics
cluster;1;cluster
gratis;1;Gratuit
dankbaarheid;1;gratitude
kras hemel;1;rayure ciel
gratis;1;Gratuit
gratis;1;Gratuit
branden;1;brûler
klim;1;montée
Zwaartekracht;1;Gravité
graviteren;1;gravitent
Gravure;1;Gravure
houtsnede;1;Gravure sur bois
GRE;1;GRE
tuigage;1;gréement
register;1;Registre
Graft;1;Greffon
Klerk;1;Greffier
Graft;1;Greffon
kudde-instinct;1;instinct grégaire
Granaat;1;Grenade
Zolder;1;Grenier
zandsteen;1;grès
Griffon;1;Griffon
snack;1;snack
Grill;1;Grill
Cricket;1;Cricket
klim;1;montée
Jackpot;1;Jackpot
Brok;1;Brok
kop;1;tête
zwangerschap;1;grossesse
Groep;1;Groupe
groeperen;1;regroupement
kraan;1;robinet
Ford;1;Ford
Helen;1;Helen
genezing;1;la guérison
Uitkijktoren;1;Tour de guet
Spotter;1;Spotter
één loket;1;un guichet unique
begeleiding;1;conseils
Gids;1;Guide de
Gids;1;Guide de
Gids een boot;1;Guider un bateau
Gilde;1;Guilde
Guinee;1;La Guinée
Garland;1;Garland
Gitaar;1;Guitare
sportschool;1;salle de gym
Turner;1;Turner
Turnen;1;Gymnastique
gyroscoop;1;gyroscope
Slim;1;Slim
vaardigheid;1;Skill
Empower Empower;1;Habiliter les autonomiser
aankleden;1;Relooker
kleding;1;vêtements
Habitat;1;Habitat
Huis;1;Maison
Live;1;Vivre
gewoonte;1;habitude
meestal;1;généralement
Hacienda;1;Hacienda
hedge;1;haie
Hale;1;Hale
Tan;1;Tan
adem;1;souffle
Hall;1;Hall
Beefeater;1;Beefeater
Halo;1;Halo
Hangmat;1;Hamac
Gehucht;1;Hameau
Hip;1;Hanche
vet;1;matières grasses
harem;1;harem
mondharmonica;1;harmonica
harmonie;1;harmonie
harmonieus;1;harmonieux
Harmonische;1;Harmonique
harmoniseren;1;harmoniser les
harp;1;harpe
willekeurige;1;au hasard
Fluke;1;Coup de chance
verhoging van de;1;augmentation de la
verhogen;1;augmentation
luidspreker;1;haut-parleur
hobo;1;hautbois
hoge land;1;haut pays
hoogte;1;hauteur
haven;1;port
wekelijks;1;toutes les semaines
accommodatie;1;Hébergement
hectare;1;acres
hedonisme;1;hédonisme
spiraalvormige;1;spirale
Hematiet;1;Hématite
Hemi;1;Hemi
Hemi;1;Hemi
halfrond;1;hémisphère
hemisferische;1;hémisphérique
Heraldiek;1;Héraldique
Herald;1;Herald
Herbarium;1;Herbier
erfelijke;1;héréditaire
erfelijkheid;1;hérédité
Egel;1;Hérisson
erven;1;héritent
